source_file,paragraph_id,text,language,length
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,36,nap gosnartecl documents sent decide perenaceasaatenpublahed ane,ca,64
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,37,"ans, ‘Ameraclon aecuads para mascots | Procrada Federal del Consumo | Golem | gob. mx acuerdo con la Facultad de Medicina Veterinaria y Zootecnia @; ‘Ipapimes.fmvz.unam.mx/proyectos/manuales_nutricion/PTSPerros_Gatos pdf,",es,221
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,38,"de la Usit@bsitiad Nacional Auténoma de México (UNAM), los alimentos comerciales se han popularizado como base nutricional de perros y gatos, sin embargo, no todos se pueden considerar de calidad toda vez que dependerd de los ingredientes, el procesamiento, de los especialistas que elaboran las formulas y los controles de calidad de cada compania,",es,349
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,39,"Informacién publicada en la revista Especializada en Clinica de Pequefias Especies La Vanguardia (https://wmwwevanguardiaveterinaria.com.mw/), destaca que los alimentos para mascotas se clasifican’",es,197
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,40,"+ Por funcién: Los productos son elaborados con materias primas de distintas calidades y formulados con diferentes perfiles nutricionales, lo que justifica la variabilidad de rango de precios.",es,192
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,41,"* Por propiedades fisicas. Basada principalmente en el nivel de humedad del producto, lo cual determina su presentacién, proceso de produccién, tipo de empaque y vida de anaquel, entre otros.",es,191
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,42,nap gosnartecl documents sent decide perenaceasaatenpublahed sna,ca,64
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,43,"arms, wang eM Almentain adecunds para mascots | Procuraduta Federal dl Consumidr | Goble | gob me",ca,97
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,44,"(?tabSfeite tee co herent Sotae bpmnsens ou tmnt seem ymancnaerscctacams| Same pee yeces mean, Hiawassee See naan",nl,113
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,45,"La Norma Oficial Mexicana NOM-012-Z00-1993 (https://www.gob.mx/cms/uploads/attachmenti/file/202293/Modificaci_n_C_NOM-012- 200-1993 270104 pdf) sobre especificaciones para la regulacién de productos quimicos, farmacéuticos, biolégicos y alimenticios para uso en animales 0 consumo por éstos, establece que el etiquetado debe incluir el andlisis garantizado indicando las cantidades minimas y maximas de los principios nutritivos incluyendo los contenidos de humedad, proteina, grasa, cenizas y fibra. En el caso de ser medicado debe indicarse la concentracién del ingrediente activo.",es,583
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,46,"Es importante recordar que todos los perros son seres individuales y la dieta que podria estar bien para el perra de tu amigo o del vecino, puede no ser la correcta para el tuyo De ahila importancia de consultar al veterinario.",es,227
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,47,nap gosnartecl documents sent decide perenaceasaatenpublahed on,ca,63
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,48,"ans, yas9 4 ‘Ameraclon aecuads para mascots | Procrada Federal del Consumo | Golem | gob. mx our: es el profesional que se encarga de prevenir, diagnosticar y curar infermedades en los animales. Su objetivo es mantener su salud, profongar su tiempo @t¥db, informar los cuidados que requieren y saber elegir el tipo de alimentacién més adecuado de acuerdo con su situacién especifica",es,382
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,49,"Ahora bien, en caso de no acudir con el especialista, al elegir la dieta de tu canino trata de entender las caracteristicas del alimento revisando los detalles de la informacién que viene en los empaques y etiquetas.",es,216
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,50,"La Asaciacién Americana de Oficiales de Control de Alimentos (https://www fda. gov/animal-veterinary/animal-healthliteracy/etiquetas-de- alimentos-para-mascotas-general) (AAFCO, por sus siglas en inglés), ha propuesto estandares, politicas, definiciones y regulaciones para el sector de alimentos para mascotas, ademas de especificaciones en las etiquetas  empaques, mismos que se han convertido en una referencia mundial. Te los describimos a continuacién",es,456
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,51,nap gosnartecl documents sent decide perenaceasaatenpublahed,ca,60
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,52,"arr, 29M ‘Ameraclon aecuads para mascots | Procrada Federal del Consumo | Golem | gon + Nombre del producto. Debido a que muchos consumidores compran un @ producto basado en la presencia de un ingrediente especifico, muchos",es,223
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,53,"(lagibyes de productos incorporan el nombre de un ingrediente para resaltar su inclusién en el producto. No obstante, al menos 95% del producto debe ser el ingrediente mencionado (carne de res 0 atin, respectivamente) sin contar el agua agregada para el procesamiento y los condimentos. Si el nombre incluye una combinacién de ingredientes nombrado, juntos deben representar 95% del peso total",es,393
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,54,+ Declaracién de cantidad neta. La declaracién de cantidad neta indica cudnto producto hay en el contenedor.,es,108
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,55,"+ Nombre y direccién del fabricante. La declaracién ""fabricado por. identifica a la parte responsable de la calidad y seguridad del producto y su ubicaci6n",es,155
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,56,+ Lista de ingredientes. Todos los ingredientes deben estar listados en orden de predominio por peso.,es,101
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,57,"+ Andlisis garantizado. Se refiere a que el alimento para mascotas, garantice los porcentajes minimos de proteina cruda y grasa cruda, asi como los porcentajes maximos de fibra cruda y humedad.",es,193
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,58,"+ Declaracién de adecuaci6n nutricional. Cualquier afirmacién sobre un producto denominado ""completo"", ""equilibrado"", ""100% nutritivo"" o afirmaciones de una naturaleza similar que sugieran que un producto es adecuado para la nutricién exclusiva para determinadas etapas de vida del animal debe cumplir con los perfiles de nutrientes de la AFCO.",es,344
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,59,+ Instrucciones de alimentacién. Orientan al consumidor sobre cuanto producto debe ofrecerse al animal,es,102
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,60,"+ Declaracién de calorias. La mejor manera para que los consumidores comparen productos y determinen cunto se debe alimentar es conocer el contenido cal6rico, expresado con base en “kilocalorias por kilogramo"".",es,210
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,61,"La etiqueta del alimento para mascotas contiene una gran cantidad de informacién, la cual es importantes saber interpretar Si tienes alguna prequnta sobre el producto, comunicate con el fabricante.",es,197
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,62,"Detrds de un perro sano, un duefio informado",es,44
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,63,"Es comtin elegir el alimento basado en el costo, por recomendacién e incluso por la popularidad de la marca, dejando en sequndo término el factor saludable",es,155
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,64,nap gosnartecl documents sent decide perenaceasaatenpublahed,ca,60
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,65,"ans, yas9 4 ‘Ameraclon aecuads para mascots | Procrada Federal del Consumo | Golem | gob. mx @ clave es asegurarse de no sobrealimentar 0 subalimentarlo, por lo que el tipo y intidad de alimento necesario para tu perro dependerd de la cantidad de comida que neé@isBlel tamafio, la raza y la edad, asi como de la regularidad con la que haga ejercicio.",es,350
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,66,"Sitienes dudas, pidele a tu veterinario que evalve la dieta y la nutricién de tu perro, y la condicién de su cuerpo y salud en general. Te presentamos algunas recomendaciones sobre su alimentacién de acuerdo con las diferentes edades (Ver cuadro)",es,246
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,67,"Sieres de los que prefieren alimentar a su perro con una dieta de carne cocida 0 cruda, y algunas verduras, existen algunas consideraciones que debes tener en cuenta’",es,166
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,68,"* Elije carne de calidad, ya que algunos productos de carne para mascotas contienen conservantes que pueden ser perjudiciales para la salud de tu perro.",es,152
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,69,"+ Lahigiene alimentaria es importante, ya que el riesgo de una infeccién bacteriana transmitida por los alimentos es alto.",es,122
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,70,nap goanaretecl documents sent decide pore-naceasaatepublahed,ca,61
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,71,"arms, wang eM Almentain adecunds para mascots | Prouraduta Federal dl Consumidr | Goble | gob mx Trata de que un nutricionista veterinario formule la dieta. Muchas dietas crudas",ca,177
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,72,no estén equilibradas adecuadamente para la etapa de la vida o las condiciones,es,78
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,73,"més{iasyle la mascota,",ca,22
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,74,"+ Sieres de los que les dan o piensan darle verduras y hortalizas, considera que, éstas deben representar 10% o menos de su dieta. Puedes darle zanahoria, espinaca, brécoli, acelga y calabaza, entre otras.",es,205
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,75,* Lahidratacién es indispensable. La relacién promedio de agua que necesitan es,es,79
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,76,de 60 mi. por kilo de peso corporal. Esta cantidad deberd aumentar en el caso,es,77
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,77,"de tratarse de un cachorro, una hembra lactante, un clima muy célido o si ha realizado actividad fisica. Cambia el agua regularmente, pudieran alojarse bacterias perjudiciales para su salud.",es,190
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,78,Di noaciertos alimentos,es,23
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,79,"Reconécelo, pocos se resisten a esa mirada de siplica del perro al olfatear algun alimento que estas comiendo o se estd sirviendo en la mesa. No obstante, debes considerar que existen alimentos que tu mascota no debe consumir 0, por lo menos, no de manera frecuente. De acuerdo con sitios especializados (https://www.expertoanimal.com/alimentos-prohibidos-para-perros-20485.html),",es,380
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,80,estos son algunos:,es,18
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,81,nap gosnartecl documents sent decide perenaceasaatenpublahed rons,ca,65
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,82,"arnas, 239° _Aentacin aecuads para mascots | Prcuradura Federal dl Consumor | Goble | gobime",es,92
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,83,"+ Chocolate, café o té, Tienen en comtin la metilxantina, un alcaloide estimulante que actiia directamente sobre el sistema nervioso central del (A849) Periudica el funcionamiento de los rifiones, al sistema cardiovascular, al muisculo liso y al misculo estriado. Y puede provocarle ‘vémitos, diarrea, incontinencia y temblores.",es,328
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,84,"‘+ Aguacate. Es una de las verduras prohibidas para perros mas conacidas, debido a su contenido de persina que se encuentra en el hueso y en las hojas de la planta. Tras su consumo el animal puede presentar vémito, diarrea, falta de produccién de heces y, en los casos més graves, el desarrollo de pancreatitis.",es,311
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,85,"+ Cebolla y ajos. Son téxicos para los perros, pueden provocar dafio oxidativo en los glébulos rojos, lo que hace que se rompan y provoquen anemia",es,146
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,86,"+ Leche y lactosa: Algunos perros pueden ser intolerantes a la lactosa, lo que provoca malestar estomacal como vémitos o diarrea.",es,129
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,87,"+ Alimentos grasosos: Ademés de afectar su peso, pueden provocar enfermedades como la pancreatitis.",es,99
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,88,"+ Alimentos salados: La sal es un componente esencial para la dieta de tu perro que ayuda a la funcién muscular y nerviosa. Sin embargo, algunos perros con enfermedades crénicas, como problemas renales, cardiacos 0 hepaticos, pueden necesitar controlar su consumo de sal",es,270
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,89,Recomendaciones generales,es,25
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,90,Te brindamos algunas recomendaciones para el cuidado de tu mascota.,es,67
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,91,apt goat eal documenassnentacen adecutde pera,ro,45
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,92,"arms, wang eM Almentacin adecunds para mascots | Procuraduta Federal dl Consumidr | Goble | gob mx",ca,98
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,93,‘+ Acude con el veterinario para una revisién médica y programa visitas para,es,76
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,94,darle seguimiento a su salud.,it,29
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,95,Baaglgyidentiicacién con un collar donde venga su nombre y el numero de,es,71
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,96,teléfono del duefio en caso de extravio.,es,40
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,97,"+ Evita dejarle al alcance objetos que lo puedan dafiar, pues son muy curiosos y podrian lastimarse con algtin objeto o comerse algo como vidrios o plantas téxicas, entre otros.",es,177
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,98,"+ Trata en lo posible no dejarlo sélo. Si no es viable, entonces procura que sea el menor tiempo o bien déjalo de preferencia con otra persona que también le gusten los perros,",es,176
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,99,"‘+ Sacalo diario a pasear pues necesitan estar activos, socializar con otros perros y personas, ademas requieren hacer sus necesidades, pero no olvides recoger sus heces.",es,170
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,100,"+ Educa a tu perro para indicarle dénde hacer sus necesidades, en qué espacios, puede estar, donde esta la comida y cama, dénde 0 no puede subirse, por mencionar algunas, pero evita regafiarlo bruscamente para que no se asuste",es,226
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,101,"+ Sipresenta conducta agresiva, miedo, desobediencia o desconfianza, puedes llevarlo a un curso de adiestramiento y reconducir su conducta,",es,139
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,102,"* Cuida su alimentacién e higiene. Para ello consulta con el veterinario, él podré guiarte sobre la alimentacién adecuada seguin su raza, edad y talla, y sobre la periodicidad del bafio y cepillado, entre otras recomendaciones.",es,227
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,103,+ Usa medidores adecuados para calcular las raciones.,es,53
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,104,"+ Y lo mas importante, no te olvides de darle atencién y carifo.",es,64
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,105,Fuentes:,es,8
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,106,nap gosnartecl documents sent decide perenaceasaatenpublahed,ca,60
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,107,"arms, wang eM Almentain adecunds para mascots | Procuraduta Federal dl Consumir | Gabler | gob mx",ca,97
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,108,‘= Instituto Nacional de Estadistica y Geografia (INEGI). Encuesta Nacional de Bienestar Autorreportado (ENBIARE) 2021. Consultado el 25 de mayo de GORRAN: https://wnwinegi.org.mmx/programas/enbiare/2021 /#Tabulados (https://www.inegi.org.mx/programas/enbiare/2021/#Tabulados),es,276
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,109,"* Universidad del Valle de México. Centro de Opinién Publica. ""Mascotas, familia y Covid 19”. Consultado el 31 de mayo de 2022 en’ https://opinionpublica.uvm.mxy/ (https://opinionpublica.uvm.mx/)",es,195
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,110,‘+ Eroski Consumer. “La alimentacién del perro: siete preguntas habituales con respuesta’. Consultado el 31 de mayo de 2022 en https://wwwcconsumeres/mascotas/la-alimentacion-del-perro-siete- preguntas-habituales-con-respuesta html (https://www.consumeres/mascotas/la-alimentacion-del-perro-siete- preguntas-habituales-con-respuesta html),es,338
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,111,"* Terranova.cne. <Cémo alimentar a tu perro correctamente?. Consultado el 17 de junio del 2022, en: https://www.terranovacnc.com/como-alimentar- a-tu-perro-correctamente/ (https://www:terranovacne.com/como- alimentar-a-tu-perro-correctamente/)",es,243
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,112,"‘+ Food And Drug Administration (FDA). Etiquetas de alimentos para mascotas Consultado el 16 de junio de! 2022, en: https://wwwe fda. gov/animal-veterinary/animal-health-literacy/etiquetas-de- alimentos-para-mascotas-general (https://www.fda.gov/animal- veterinary/animal-health-literacy/etiquetas-de-alimentos-para-mascotas- general)",es,334
Alimentación adecuada para mascotas _ Procuraduría Federal del Consumidor _ Gobierno _ gob.mx.pdf,113,"+ AnilamFiel.com ¢Qué frutas y verduras pueden comer los perros? Consultado el 17 de junio del 2022, en https://wwwcanimalfiel.com/perros/verduras-perros/ (https://www.animaltfiel.com/perros/verduras-perros/)",es,208
