source_file,paragraph_id,text,language,length
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,42,"La adenttis sebdcea es un trastorno cutdneo poco comdn en perros que implica la inflamacion. y destruccién de las glandulas sebaceas (glindulas de la piel que producen aceltes). Las razas, ‘mas cominmente afectadas son los caniches estindar, akitas, samoyedos, vizslas, habaneros, springer spaniels y hasa apso. Los sintomas incluyen pérdida de pelo y escamas adheridas a los talos pilosos del pabellén auricular (oreja externa, la frente, la cara, la cola y el cuerpo. La picazén, cuando se observa, suele estar asociada a una infeccién cuténea secundaria, La afeccin se diagnostica mediante una blopsia de tejido. El tratamiento incluye medicamentos y champis medicados. Su veterinario puede hacer recomendaciones adicionales para aumentar la eficacia de las rutinas de bafo.",es,777
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,43,Necrosis trombovascular proliferativa de los pabellones auriculares,es,67
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,44,La muerte del tejdo del pabellén auricular puede ocurri debido ala formacién de codgulos ssanguineos en los vasos sanguineos. La disminucin del flujo sanguineo en la zona provaca la,es,181
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,45,napa mercivtmanus con/dog-ownerier-Gtrdersodopidsordersofthe cuter enindogs,en,75
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,46,"arms, som Disorders ofthe Over Earn Dogs - Dog Onners-Merck Veterinary Manual formacién de lagas abiertas, con descamacion, engrosamiento y oscurecimiento de la piel cicundante. Los cambios en la pie! comienzan en la punta del pabellén auricular y luego se extienden a su superficie interna. Los medicamentos pueden ayudar a algunos perros afectados, pero puede ser necesaria una cirugia para extirpar el telido afectado. Se desconoce la causa,",es,444
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,47,Condritis auricular,ro,19
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,48,"La condritis auricular es la inflamacién del cartlago del oid externa. Es poco frecuente en perros. Los sintomas incluyen dolor, hinchazén, enrojecimiento y deformacién del pabellén auricular. Generaimente, ambos oidos se ven afectados. Algunos perros también presentan sintomas en otras partes del cuerpo, como las articulaciones, los ojos y el corazén. £1 tratamiento puede no ser necesario si el perro no presenta dolor y solo se ven afectados los oidos. Los medicamentos pueden ayudar a los perros con dolor 0 con sintomas en otras partes del cuerpo. Con o sin tratamiento, el pabellén auricular sufriré una deformacin permanente.",es,634
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,49,Vasculitis,ro,10
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,50,"La vasculitis es la inflamacién de los vasos sanguineos, un trastorno poco comdn en perros. La piel de la zona afectada presenta manchas moradas, enrojecimiento, llagas y costras. También puede producirse desprendimiento de tejido muerto. La vasculitis suele afectar el pabellén auricular, la cola y las almohadillas plantares. Una respuesta inmunitariainadecuada, ‘medicamentos, infecciones o cancer pueden causar este trastorno; sin embargo, la causa puede ser desconacida o dificil de identifcar. E tratamiento consiste en eliminar cualquier ‘causa conocida, ast como en administrar medicamentos para reducir los efectos del sistema Inrmunitario.",es,649
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,51,Dermatitis granulomatosa nodular estéril canina del pabellén auricular,es,70
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,52,"La dermatitis granulomatosa nodular se refiee ala inflamacién de la piel que provocala formacién de pequefios bultos (nédulos). Sino se identifican organismos infecciosos en el tejido afectado, estos nédulos se describen como esteiles. Los gran daneses y os rottweilers tienen un mayor riesgo de farmar estos nédulos estérilese inflamatorios en los bordes de las, rej. En algunas partes del mundo, los protozoos que causan la leishmaniosis podrian ser los responsables. Su veterinario le recetaré medicamentos para tratar la afecci6n y mantenerla ‘bajo control",es,560
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,53,napa mercivtmanus con/dog-ownerier-Gtrdersodopidsordersofthe cuter enindogs,en,75
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,54,"arms, S06 Disorders ofthe Outer Earn Dogs- Day Oners- Merck Veterinary Manual",en,77
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,55,Garrapatas,id,10
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,56,"Las garrapatas pueden causar iritacién en el lugar de su insercién y pueden encontrarse en el pabellén auricular 0 en el conducto auditivo externo. La garrapata de la oreja, presente en el suroeste de Estados Unidos, Sudamérica, Centroamérica, Africa meridional e India, es una garrapata de caparaz6n blando cuyas formas mas jovenes e inmaduras infestan y viven en el conducto auditivo externa de perros y otros animales. Los signos de infestacion incluyen sacudidas 0 frotamiento de la cabeza, o orejas caldas. Tanto el animal como el entorna deben recibir tratamiento. Su veterinario puede recomendar el tratamiento mas adecuado para su mascotay su zona,",es,656
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,57,Para mas informacion,es,20
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,58,Ver también contenido profesional sobre enfermedades del pabellon auricular,es,75
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,59,"& merck © 2026 Merck C, ne, Rahway. NJ EE. Uy Sus ilaes Teds ls derechos reservados.",en,84
Disorders of the Outer Ear in Dogs - Dog Owners - Merck Veterinary Manual.pdf,60,napa merchvetmanus con/dog-ownerter Gunter dopltorders ofthe cuter euindogs,en,75
